1.195254015709299011e+00 -8.940803167293545073e-01
1.860757465489677909e+00 2.727756074890445248e+00
1.411053504286575500e+00 1.487479624844219028e-01
1.179532731987587457e+00 3.881796657516702331e-01
6.946191973556188337e-01 2.410641235650556879e-02
1.583576452266624468e+00 1.392657561298021651e+00
7.503488450507700414e-01 -3.798063753889022731e-01
2.567092003128319089e+00 3.068596757459120195e+00
2.854651042004117123e+00 4.629382129855780903e+00
5.337660753031108207e-01 1.751789255589289773e+00
2.166900152330658358e+00 9.112112636752361938e-01
1.115579679011617920e+00 -2.946678732448797522e-01
1.272178244375729239e+00 7.198027629121436233e-01
2.702386553170644135e+00 4.659665794685981410e+00
-7.158557672084522316e-01 -2.269382665634644969e+00
-6.514828011938371688e-01 -1.550291966639214092e+00
-9.191264102386971224e-01 -4.783426874683626373e+00
2.330479382191751991e+00 1.661961306339315936e+00
2.112627003799401937e+00 5.922767415237646382e-01
2.480048592987276646e+00 2.402509570194364841e+00
2.914473368931056019e+00 5.289323993332934570e+00
2.196634256866894397e+00 -2.094161260448719197e-01
8.459174490117273848e-01 1.327850552755373670e+00
2.122116705145821847e+00 8.890110072151109488e-01
-5.269022965242671219e-01 -2.663162823087628084e+00
1.559684085310095281e+00 1.078417125311400993e+00
-4.265868503638143849e-01 -1.384029801927507908e+00
2.778675668198335558e+00 4.900443052218146356e+00
1.087393287000286701e+00 1.642364748976084865e+00
6.586477599620943479e-01 1.430560326353345513e+00
5.822244841850787722e-02 2.245873386451320286e+00
2.096934757736866661e+00 -1.185643046238626930e-02
8.246013288661941942e-01 1.572344225894768854e+00
1.273735795474594035e+00 6.196548868871576410e-02
-9.248407982545794326e-01 -5.077514796388149954e+00
1.470541988303508241e+00 5.479093692938374893e-02
1.448382890889685637e+00 3.302107092761485951e-01
1.467735987499027672e+00 6.907592093527279431e-01
2.774992314058496667e+00 3.652144573914367420e+00
1.727281196413933628e+00 1.558231907395641880e+00
4.380316022951440402e-01 1.850156451937453150e+00
7.481278151973658197e-01 -3.003501714941847478e-01
1.790524783709059431e+00 2.191749615462657452e+00
-7.590981134829206667e-01 -7.884119534752367375e-01
1.667066861782670717e+00 1.808542919537637239e+00
1.682551478472637640e+00 4.555083937489758372e-01
-1.584697557046363947e-01 -4.670097209847496877e-01
-4.842948093805867771e-01 2.686505081695746977e-01
2.617134036967354582e-01 9.326939165832643930e-01
4.548430837704904306e-01 2.605583497220743450e+00
